NACA 23012
1.00004213	0.00125930
0.99906012	0.00143058
0.99611794	0.00194274
0.99122708	0.00279078
0.98440670	0.00396647
0.97568349	0.00545863
0.96509161	0.00725332
0.95267255	0.00933419
0.93847498	0.01168282
0.92255457	0.01427907
0.90497377	0.01710139
0.88580157	0.02012715
0.86511327	0.02333286
0.84299011	0.02669439
0.81951903	0.03018710
0.79479229	0.03378584
0.76890707	0.03746502
0.74196516	0.04119851
0.71407247	0.04495957
0.68533867	0.04872071
0.65587670	0.05245360
0.62580235	0.05612901
0.59523379	0.05971674
0.56429108	0.06318569
0.53309574	0.06650397
0.50177023	0.06963910
0.47043749	0.07255838
0.43922049	0.07522924
0.40824170	0.07761980
0.37762268	0.07969940
0.34748357	0.08143923
0.31794268	0.08281302
0.28911598	0.08379758
0.26111673	0.08437349
0.23391203	0.08451418
0.20728172	0.08406399
0.18141293	0.08281810
0.15652576	0.08063088
0.13284660	0.07742387
0.11059993	0.07318811
0.08999863	0.06798189
0.07123415	0.06192334
0.05446791	0.05517858
0.03982556	0.04794651
0.02739464	0.04044192
0.01722562	0.03287901
0.00933546	0.02545649
0.00371239	0.01834532
0.00032105	0.01167948
-0.00089306	0.00554968
0.00000000	0.00000000
0.00286633	-0.00483205
0.00756425	-0.00884847
0.01400036	-0.01212152
0.02208138	-0.01474725
0.03171786	-0.01683849
0.04282887	-0.01851711
0.05534738	-0.01990648
0.06922541	-0.02112452
0.08443793	-0.02227807
0.10098438	-0.02345842
0.11888683	-0.02473749
0.13818477	-0.02616373
0.15892714	-0.02775705
0.18116308	-0.02950208
0.20493303	-0.03134037
0.23026117	-0.03316204
0.25712960	-0.03479859
0.28510473	-0.03609541
0.31393277	-0.03703980
0.34349943	-0.03764357
0.37368743	-0.03792209
0.40437698	-0.03789369
0.43544627	-0.03757907
0.46677199	-0.03700069
0.49822977	-0.03618219
0.52969478	-0.03514783
0.56104215	-0.03392205
0.59214753	-0.03252903
0.62288754	-0.03099250
0.65314029	-0.02933545
0.68278588	-0.02758011
0.71170682	-0.02574792
0.73978852	-0.02385959
0.76691972	-0.02193522
0.79299297	-0.01999440
0.81790496	-0.01805642
0.84155699	-0.01614032
0.86385536	-0.01426499
0.88471167	-0.01244923
0.90404323	-0.01071169
0.92177336	-0.00907076
0.93783170	-0.00754442
0.95215450	-0.00615000
0.96468487	-0.00490386
0.97537302	-0.00382113
0.98417646	-0.00291536
0.99106017	-0.00219816
0.99599677	-0.00167892
0.99896661	-0.00136456
0.99995787	-0.00125930

